filename,percentage,patch_1,patch_2,patch_3,patch_4,patch_5,patch_6,patch_7,patch_8,patch_9
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210515-215000.netcdf,0.014531746031746031,346.0,86.0,41.0,91.0,36.0,0.0,0.0,0.0,1.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210515-220000.netcdf,0.014919274376417234,312.0,112.0,43.0,94.4375,36.0,0.0,0.0,0.0,1.0625
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-190000.netcdf,0.009732879818594104,44.0,67.0625,97.0,143.0,15.0,0.3125,1.0,0.0,15.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-191000.netcdf,0.010399092970521542,36.0,72.0625,79.0,164.0,22.0,0.3125,1.0,0.0,17.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-192000.netcdf,0.010991383219954649,64.0,66.0625,90.0,172.0,22.0,0.3125,1.0,0.0,16.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-193000.netcdf,0.011720634920634921,68.0,69.0625,92.0,166.0,22.0,1.125,1.0,0.0,14.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-194000.netcdf,0.012263492063492063,68.0,79.0,91.0,143.0,22.0,1.125,0.0,0.0,11.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-195000.netcdf,0.013279591836734694,67.0625,89.0,100.0,120.0,22.0,3.5,0.0,0.0,7.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-200000.netcdf,0.013620408163265306,66.0,94.0,118.0,94.0,7.0,13.4375,0.0,0.0,5.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-201000.netcdf,0.013817006802721089,94.0,86.0,117.0,96.0,7.0,30.5,0.0,0.0,1.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-202000.netcdf,0.013864172335600907,141.0,65.6875,145.0,90.0,7.0,44.125,0.0,0.0,3.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-203000.netcdf,0.014262358276643992,164.3125,57.0,176.0,80.25,7.0,53.0625,0.0,0.0,3.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-204000.netcdf,0.014424716553287982,192.1875,61.0,179.0,80.8125,10.125,57.75,0.0,0.0,4.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-205000.netcdf,0.013949433106575964,197.5625,48.0,160.0,81.375,25.25,67.3125,0.0,0.0,4.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-210000.netcdf,0.0142562358276644,169.3125,49.0,137.0,81.0,48.0,75.125,0.0,0.0,4.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-211000.netcdf,0.015305895691609978,130.1875,48.0,128.0,67.0,54.0,75.375,0.0,0.0,4.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-212000.netcdf,0.0156734693877551,105.0625,52.0,153.0,50.0,57.0,65.75,0.0,0.0,3.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-213000.netcdf,0.015865532879818595,83.125,84.0,165.0,73.0,71.0,58.5,0.0,0.0,2.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-214000.netcdf,0.016146485260770976,98.125,99.0,167.0,76.0,72.0,40.5625,0.0,0.0,1.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-215000.netcdf,0.016873922902494332,107.375,99.0,195.0,75.0,53.0,31.25,0.0,0.0,1.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210516-220000.netcdf,0.016669160997732427,119.125,99.0,268.25,75.0,58.0,17.0625,0.0,0.0,1.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-190000.netcdf,0.020945804988662133,52.0,147.0,122.25,234.0625,3.0,5.0,1.0,75.0,81.25
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-191000.netcdf,0.021929705215419502,49.0,130.0,129.25,284.375,3.0,4.0,1.0,132.0,83.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-192000.netcdf,0.022618820861678005,66.0,91.25,137.25,291.375,11.0,1.0625,1.0,147.0,80.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-193000.netcdf,0.023689115646258502,81.0,91.25,132.25,432.25,12.0,8.0,0.0,148.0,46.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-194000.netcdf,0.024861224489795917,88.0,104.0,110.625,484.25,13.0,11.0,0.0,148.0,78.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-195000.netcdf,0.025283673469387754,89.0,134.375,109.0,492.625,17.0,13.0,0.0,147.0,255.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-200000.netcdf,0.02603560090702948,92.0,162.0,105.0,512.0,43.0,13.0,0.0,102.0,302.625
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-201000.netcdf,0.026177097505668934,85.0,176.375,100.0625,538.0,51.0,12.0,0.0,78.0,375.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-202000.netcdf,0.027077097505668935,73.0,180.25,88.0625,544.0,52.0,12.0,0.0,63.0,406.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-203000.netcdf,0.027496598639455784,62.1875,165.0,59.125,504.0,52.0,38.0,0.0,61.0,409.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-204000.netcdf,0.027953061224489796,51.0,180.0,40.0,419.125,68.0,57.0,0.0,61.0,386.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-205000.netcdf,0.027894557823129253,62.0,187.0,43.0,368.125,140.0,69.0,0.0,63.0625,383.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-210000.netcdf,0.027465079365079366,68.0,184.0,43.0,365.1875,188.0,94.0,0.0,60.3125,402.875
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-211000.netcdf,0.027188662131519273,73.0,216.0,48.0,404.0,200.0,107.0,0.0,57.0,473.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-212000.netcdf,0.02712358276643991,81.0,243.0,59.125,461.0,209.1875,111.25,0.0,52.0,457.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-213000.netcdf,0.02697482993197279,98.0,244.0,71.75,446.0,209.0,125.0,0.0,52.25,448.8125
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-214000.netcdf,0.026505215419501134,97.0,221.0,85.0,420.0,180.0,142.0,0.0,61.1875,609.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-215000.netcdf,0.026297052154195012,93.0,244.0,114.0,348.0,119.0,142.0,0.0,48.375,718.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210517-220000.netcdf,0.02596031746031746,87.0,283.0,207.0,395.0,96.0,112.0,0.0,57.25,690.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210518-190000.netcdf,0.012633786848072563,82.0,55.0,273.0,28.0,15.1875,86.0,2.0,1.0,19.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210518-191000.netcdf,0.013031065759637188,83.0,68.0,309.0,19.0,15.1875,77.6875,2.0,3.0,43.0
/ships22/grain/ajorge/data/glm_grids_60min_extra/agg/20210518-192000.netcdf,0.014165306122448979,74.0,83.0,345.0,26.0,9.4375,54.0,2.0,5.0,88.0625
