Best val_aupr: 0.67664; at epoch 43
Best val_brier_score: 0.02543; at epoch 40
Best val_csi05: 0.28795; at epoch 39
Best val_csi10: 0.3493; at epoch 39
Best val_csi15: 0.38937; at epoch 39
Best val_csi20: 0.41578; at epoch 39
Best val_csi25: 0.43216; at epoch 39
Best val_csi30: 0.44045; at epoch 40
Best val_csi35: 0.44236; at epoch 43
Best val_csi40: 0.4381; at epoch 43
Best val_csi45: 0.42806; at epoch 43
Best val_csi50: 0.41229; at epoch 42
