Best val_aupr: 0.7029; at epoch 40
Best val_brier_score: 0.02428; at epoch 37
Best val_csi05: 0.30852; at epoch 35
Best val_csi10: 0.3699; at epoch 35
Best val_csi15: 0.40916; at epoch 35
Best val_csi20: 0.4349; at epoch 35
Best val_csi25: 0.45069; at epoch 37
Best val_csi30: 0.45894; at epoch 37
Best val_csi35: 0.4612; at epoch 40
Best val_csi40: 0.45771; at epoch 40
Best val_csi45: 0.44893; at epoch 40
Best val_csi50: 0.43514; at epoch 40
