Best val_aupr: 0.6496; at epoch 32
Best val_brier_score: 0.02256; at epoch 29
Best val_csi05: 0.24514; at epoch 2
Best val_csi10: 0.29871; at epoch 2
Best val_csi15: 0.33372; at epoch 28
Best val_csi20: 0.35908; at epoch 28
Best val_csi25: 0.37686; at epoch 28
Best val_csi30: 0.38612; at epoch 29
Best val_csi35: 0.38845; at epoch 32
Best val_csi40: 0.3854; at epoch 11
Best val_csi45: 0.38285; at epoch 7
Best val_csi50: 0.38183; at epoch 7
