epoch,accuracy,aupr,brier_score,csi05,csi10,csi15,csi20,csi25,csi30,csi35,csi40,csi45,csi50,csi55,csi60,csi65,csi70,csi75,csi80,csi85,csi90,csi95,far05,far10,far15,far20,far25,far30,far35,far40,far45,far50,far55,far60,far65,far70,far75,far80,far85,far90,far95,loss,lr,pod05,pod10,pod15,pod20,pod25,pod30,pod35,pod40,pod45,pod50,pod55,pod60,pod65,pod70,pod75,pod80,pod85,pod90,pod95,time,val_accuracy,val_aupr,val_brier_score,val_csi05,val_csi10,val_csi15,val_csi20,val_csi25,val_csi30,val_csi35,val_csi40,val_csi45,val_csi50,val_csi55,val_csi60,val_csi65,val_csi70,val_csi75,val_csi80,val_csi85,val_csi90,val_csi95,val_far05,val_far10,val_far15,val_far20,val_far25,val_far30,val_far35,val_far40,val_far45,val_far50,val_far55,val_far60,val_far65,val_far70,val_far75,val_far80,val_far85,val_far90,val_far95,val_loss,val_pod05,val_pod10,val_pod15,val_pod20,val_pod25,val_pod30,val_pod35,val_pod40,val_pod45,val_pod50,val_pod55,val_pod60,val_pod65,val_pod70,val_pod75,val_pod80,val_pod85,val_pod90,val_pod95
0,0.9608776569366455,0.7568004131317139,0.028285248205065727,0.34317871928215027,0.40885424613952637,0.4503231644630432,0.4781431555747986,0.4948810935020447,0.5034337043762207,0.50469970703125,0.4993155300617218,0.48818865418434143,0.47186151146888733,0.450214147567749,0.42452141642570496,0.39422762393951416,0.36039161682128906,0.3224214017391205,0.2787679433822632,0.22993279993534088,0.1755092293024063,0.11164681613445282,0.6507038474082947,0.5730244517326355,0.5146451592445374,0.464680552482605,0.42195504903793335,0.38267773389816284,0.3455568253993988,0.31167036294937134,0.2799742519855499,0.25012287497520447,0.22106394171714783,0.1937810480594635,0.16722245514392853,0.14204810559749603,0.11761389672756195,0.09310929477214813,0.0691995769739151,0.04646556079387665,0.02480502240359783,0.0934731587767601,1e-04,0.950774610042572,0.9055131673812866,0.8617176413536072,0.8176406025886536,0.7753390669822693,0.7326962947845459,0.6891829371452332,0.6464687585830688,0.6039668321609497,0.5614152550697327,0.5175270438194275,0.4740045666694641,0.4291996657848358,0.384162962436676,0.3376031517982483,0.28748491406440735,0.23425105214118958,0.17719122767448425,0.11201521754264832,1187.5573620796204,0.9654211401939392,0.6921765208244324,0.02507620118558407,0.2876203656196594,0.34808021783828735,0.38802435994148254,0.4166378974914551,0.43548160791397095,0.4472925662994385,0.4528660178184509,0.4522576332092285,0.4462493062019348,0.4350827634334564,0.41872546076774597,0.397811621427536,0.37174463272094727,0.34132707118988037,0.3060237169265747,0.26427775621414185,0.2164636254310608,0.1627568155527115,0.09999449551105499,0.707531213760376,0.6375986933708191,0.584016740322113,0.537199854850769,0.49653351306915283,0.4583877623081207,0.42154788970947266,0.38717561960220337,0.3543139100074768,0.32254526019096375,0.2904128134250641,0.2593940198421478,0.2281206101179123,0.19761939346790314,0.1670156568288803,0.13543979823589325,0.10383836925029755,0.07259923219680786,0.04101993143558502,0.0834486111998558,0.9472004771232605,0.9010797739028931,0.85675048828125,0.8122655153274536,0.7695091962814331,0.7264672517776489,0.6828881502151489,0.6401045918464661,0.5976423025131226,0.5549604296684265,0.510841965675354,0.46695154905319214,0.42150360345840454,0.3757096230983734,0.3282976448535919,0.27722588181495667,0.22294050455093384,0.16528280079364777,0.10052690654993057
1,0.9618507623672485,0.7679763436317444,0.027566714212298393,0.3506462872028351,0.41709598898887634,0.4590461254119873,0.4873133897781372,0.5046351552009583,0.5137932896614075,0.5156500339508057,0.5108563899993896,0.5002216696739197,0.4843258857727051,0.4629061222076416,0.4373226761817932,0.4070431888103485,0.3730977475643158,0.3349590301513672,0.29105067253112793,0.24160274863243103,0.18638016283512115,0.12106510996818542,0.6433355808258057,0.5651352405548096,0.5066235065460205,0.45679205656051636,0.41404351592063904,0.37473857402801514,0.3376423716545105,0.30371469259262085,0.2720286548137665,0.24218231439590454,0.2131602019071579,0.1860043853521347,0.15974517166614532,0.13501013815402985,0.11116799712181091,0.08753325790166855,0.06467565894126892,0.04324052855372429,0.022907376289367676,0.09104747325181961,1e-04,0.9531691670417786,0.910056471824646,0.8679815530776978,0.8256435394287109,0.7846406102180481,0.7430652379989624,0.7004581093788147,0.6584465503692627,0.6164482831954956,0.5742848515510559,0.5305127501487732,0.4870241582393646,0.44218388199806213,0.3969990611076355,0.35025033354759216,0.2998630404472351,0.24598610401153564,0.1880951076745987,0.12144652009010315,1049.4890756607056,0.9657469391822815,0.6958879232406616,0.024840762838721275,0.29445916414260864,0.3548735976219177,0.3942633867263794,0.42208564281463623,0.44021469354629517,0.4513297379016876,0.4561825096607208,0.4549989402294159,0.4484998881816864,0.43706291913986206,0.42040714621543884,0.3995054066181183,0.3735250234603882,0.3432875871658325,0.30824005603790283,0.2669290602207184,0.21955665946006775,0.1661064326763153,0.1031871885061264,0.7001880407333374,0.6295833587646484,0.5758192539215088,0.5291059613227844,0.48858723044395447,0.4506450891494751,0.41424623131752014,0.38036879897117615,0.3478778302669525,0.3164716362953186,0.284991055727005,0.25444117188453674,0.2237376570701599,0.19390030205249786,0.16408373415470123,0.1333789825439453,0.10253740102052689,0.0716855376958847,0.04011043161153793,0.08267252147197723,0.9447684288024902,0.897598147392273,0.8529459834098816,0.8085465431213379,0.766158938407898,0.7235473394393921,0.6805071830749512,0.6383093595504761,0.5962848663330078,0.5541762709617615,0.5105590224266052,0.46728551387786865,0.42244753241539,0.37722450494766235,0.33034947514533997,0.2798825204372406,0.22609515488147736,0.16868475079536438,0.10373853147029877
2,0.9622638821601868,0.7726095914840698,0.02726222574710846,0.3537171185016632,0.42030131816864014,0.462372750043869,0.49073195457458496,0.5082675814628601,0.5176676511764526,0.5198420286178589,0.5153710246086121,0.5050501823425293,0.4893632233142853,0.46811068058013916,0.44270628690719604,0.41251492500305176,0.37859487533569336,0.34044674038887024,0.2964497208595276,0.2468147724866867,0.19122104346752167,0.12519502639770508,0.6402611136436462,0.5619722604751587,0.503467857837677,0.4537547528743744,0.4110397696495056,0.3718111217021942,0.33478233218193054,0.3008602261543274,0.26915088295936584,0.2393411099910736,0.21041810512542725,0.18329252302646637,0.1570056527853012,0.1323424130678177,0.10859797894954681,0.08513357490301132,0.06250227987766266,0.04123689979314804,0.021460257470607758,0.09001900255680084,1e-04,0.9538915753364563,0.9112672805786133,0.8698347806930542,0.828139066696167,0.7877234220504761,0.7466850280761719,0.7046190500259399,0.6630382537841797,0.6213970184326172,0.5794472694396973,0.535838782787323,0.4924970865249634,0.4477086067199707,0.4025263786315918,0.355762779712677,0.3052840530872345,0.2512170374393463,0.1929520070552826,0.1255856156349182,1041.5240166187286,0.9659280180931091,0.6985178589820862,0.02470562234520912,0.29693955183029175,0.35726842284202576,0.3965088725090027,0.42418092489242554,0.4422648251056671,0.45331087708473206,0.4580664336681366,0.4568217396736145,0.4502713978290558,0.43872910737991333,0.42203375697135925,0.4010305404663086,0.3750956356525421,0.3449087142944336,0.309893935918808,0.26859965920448303,0.22114373743534088,0.1676740199327469,0.1048121228814125,0.6975648403167725,0.6268875002861023,0.5731313824653625,0.5264577269554138,0.48586857318878174,0.44795259833335876,0.4115951657295227,0.37770766019821167,0.3452158570289612,0.3139052987098694,0.2824857831001282,0.25213098526000977,0.2214655876159668,0.1916472315788269,0.1620803028345108,0.1314966380596161,0.10093116015195847,0.07031045854091644,0.038963451981544495,0.08222609758377075,0.9440464377403259,0.8969258666038513,0.8524360656738281,0.8082934021949768,0.7661668658256531,0.7238782644271851,0.6810355186462402,0.6390185356140137,0.5971162915229797,0.5551178455352783,0.511640191078186,0.4684435725212097,0.4237567186355591,0.37866953015327454,0.3319137692451477,0.2815046012401581,0.22766761481761932,0.1702512502670288,0.10536884516477585
3,0.962540328502655,0.7757843136787415,0.0270534735172987,0.35582366585731506,0.42245420813560486,0.46450352668762207,0.4928864538669586,0.5104520320892334,0.5199436545372009,0.522155225276947,0.5177486538887024,0.507512092590332,0.49196454882621765,0.4709095358848572,0.4456513524055481,0.4155733287334442,0.3817281723022461,0.34361863136291504,0.29965636134147644,0.24997922778129578,0.19432605803012848,0.12803435325622559,0.6381173133850098,0.5597810745239258,0.5013335943222046,0.4516952335834503,0.40907126665115356,0.3699336647987366,0.333063006401062,0.2993333339691162,0.26782649755477905,0.23816435039043427,0.20926208794116974,0.18215493857860565,0.15598873794078827,0.13136745989322662,0.10780175030231476,0.08454711735248566,0.06175592541694641,0.040791381150484085,0.02109822817146778,0.08930705487728119,1e-04,0.9539495706558228,0.9117915630340576,0.8707400560379028,0.829464852809906,0.7893685102462769,0.7487101554870605,0.7068910002708435,0.6655375957489014,0.6240728497505188,0.5823110938072205,0.538897693157196,0.49566903710365295,0.450953871011734,0.40579280257225037,0.3590235114097595,0.30855047702789307,0.2544170618057251,0.19607298076152802,0.12842819094657898,1048.173758506775,0.9661187529563904,0.7015078067779541,0.024571837857365608,0.29952365159988403,0.3597145676612854,0.39874690771102905,0.4263021945953369,0.4443538784980774,0.4555821716785431,0.4605102241039276,0.4594564735889435,0.45316898822784424,0.4419648051261902,0.42558664083480835,0.4049227833747864,0.37929728627204895,0.3494453430175781,0.3147335350513458,0.27364015579223633,0.22634172439575195,0.1726948320865631,0.10916335135698318,0.6948285102844238,0.6242032051086426,0.5706620216369629,0.5242055058479309,0.48380911350250244,0.44600769877433777,0.40981438755989075,0.37612470984458923,0.3438355326652527,0.312664270401001,0.2814368009567261,0.2512487769126892,0.22085243463516235,0.19135543704032898,0.16220635175704956,0.13205766677856445,0.10178861767053604,0.0712241604924202,0.03988133743405342,0.08180131018161774,0.9434475302696228,0.8967569470405579,0.8527591228485107,0.8092532753944397,0.7676373720169067,0.7260348796844482,0.6837393641471863,0.6421526074409485,0.6007022261619568,0.5591292381286621,0.515997052192688,0.47312071919441223,0.42872026562690735,0.3838931620121002,0.33734390139579773,0.28699982166290283,0.23316998779773712,0.17542971670627594,0.10977275669574738
4,0.9627752900123596,0.7783945202827454,0.02688075229525566,0.3579600155353546,0.4246784746646881,0.46685218811035156,0.4953751564025879,0.5131325125694275,0.5228137373924255,0.5252856612205505,0.5211734771728516,0.5111978054046631,0.49592921137809753,0.4750780463218689,0.4499197006225586,0.4199410676956177,0.38617026805877686,0.34808841347694397,0.3040301501750946,0.2541525065898895,0.19809885323047638,0.1311817169189453,0.6360294818878174,0.5577185750007629,0.4993336498737335,0.4497917890548706,0.40724843740463257,0.36823511123657227,0.33146271109580994,0.297770619392395,0.2663297951221466,0.23672796785831451,0.20799928903579712,0.18117326498031616,0.15521129965782166,0.1307070106267929,0.10717558860778809,0.08400404453277588,0.06165456771850586,0.040853969752788544,0.021314725279808044,0.08871491253376007,1e-04,0.9549451470375061,0.9133918881416321,0.8729325532913208,0.832153856754303,0.7925003170967102,0.7522267699241638,0.7107838988304138,0.6697297692298889,0.628509521484375,0.586972713470459,0.5436897277832031,0.5004910826683044,0.45578789710998535,0.41059333086013794,0.36375534534454346,0.3130991458892822,0.2586917281150818,0.19989781081676483,0.13159310817718506,1039.175036430359,0.9661178588867188,0.70379638671875,0.02456635609269142,0.29663679003715515,0.35668879747390747,0.39611950516700745,0.4244445264339447,0.4434013366699219,0.4556916356086731,0.46181273460388184,0.4619390368461609,0.45671048760414124,0.4466037452220917,0.43115705251693726,0.41133251786231995,0.38640373945236206,0.357103556394577,0.32273104786872864,0.2816718816757202,0.23407509922981262,0.17966338992118835,0.11470115929841995,0.698093593120575,0.6282780766487122,0.5751913785934448,0.5289655327796936,0.48873308300971985,0.4509641230106354,0.4147270619869232,0.38096529245376587,0.348643034696579,0.31727010011672974,0.28592973947525024,0.255614697933197,0.22498102486133575,0.19516783952713013,0.16549848020076752,0.13507910072803497,0.10430089384317398,0.07312646508216858,0.04115765541791916,0.08175689727067947,0.9460336565971375,0.9011123776435852,0.8585489392280579,0.8162455558776855,0.775581955909729,0.7347393035888672,0.6930811405181885,0.6520054340362549,0.6108487844467163,0.5695164799690247,0.526461124420166,0.4835889935493469,0.43904319405555725,0.393993616104126,0.34707432985305786,0.2961674928665161,0.24155186116695404,0.18269206583499908,0.11539345979690552
5,0.9629668593406677,0.7804995775222778,0.02674034796655178,0.3592945635318756,0.4260443150997162,0.4682248830795288,0.49680769443511963,0.5147044658660889,0.5245530009269714,0.5271634459495544,0.5231673717498779,0.5133707523345947,0.4982011318206787,0.477431982755661,0.45233458280563354,0.42242568731307983,0.38864263892173767,0.3505629599094391,0.3065515458583832,0.256675660610199,0.2004670798778534,0.13324283063411713,0.6347033381462097,0.5564128756523132,0.49810001254081726,0.4486263394355774,0.4060933589935303,0.3670729100704193,0.3303118050098419,0.2966688573360443,0.2652113735675812,0.2356366515159607,0.2068968117237091,0.1800248920917511,0.15400417149066925,0.1295354962348938,0.10607537627220154,0.08295685052871704,0.060713402926921844,0.0399896539747715,0.02066458761692047,0.08824018388986588,1e-04,0.9552961587905884,0.9141272902488708,0.8739339709281921,0.8334417939186096,0.7940642237663269,0.7540531754493713,0.7128052711486816,0.6719188094139099,0.6308889389038086,0.589444100856781,0.546212911605835,0.5030333995819092,0.4583621323108673,0.4131326377391815,0.3662824332714081,0.3156670033931732,0.2612505257129669,0.20228230953216553,0.13365739583969116,1036.9866490364075,0.966349720954895,0.7051506638526917,0.024415571242570877,0.29969125986099243,0.3603440523147583,0.3998298645019531,0.4278724193572998,0.44638338685035706,0.4580540955066681,0.46345797181129456,0.46275731921195984,0.45673689246177673,0.4458167552947998,0.42959821224212646,0.4090639352798462,0.3834899663925171,0.35372596979141235,0.3190634548664093,0.27791908383369446,0.23052330315113068,0.17666368186473846,0.11262255162000656,0.694783091545105,0.6238996386528015,0.5701277852058411,0.5234525799751282,0.48286184668540955,0.44487348198890686,0.4085080325603485,0.37470775842666626,0.3423771560192108,0.3110724985599518,0.2798258066177368,0.24967142939567566,0.21940438449382782,0.1900172233581543,0.16098590195178986,0.13120512664318085,0.10106832534074783,0.07080285251140594,0.03974665701389313,0.08130937069654465,0.9448381662368774,0.8990271091461182,0.8556134700775146,0.8126054406166077,0.7713801860809326,0.7300673723220825,0.6880707144737244,0.646639883518219,0.60527503490448,0.5637691020965576,0.5206516981124878,0.4777800440788269,0.43335530161857605,0.38851863145828247,0.341934472322464,0.291481077671051,0.23748059570789337,0.17946785688400269,0.11325918138027191
6,0.9631590247154236,0.7826864719390869,0.02659435383975506,0.36117345094680786,0.42810508608818054,0.47038987278938293,0.4990237057209015,0.5169538855552673,0.526801586151123,0.5294878482818604,0.525587260723114,0.5158672332763672,0.5008006691932678,0.48018354177474976,0.45518600940704346,0.4253455102443695,0.39165613055229187,0.35355713963508606,0.30955010652542114,0.2596430778503418,0.2033451348543167,0.13579513132572174,0.6328129172325134,0.5543081760406494,0.49587365984916687,0.4463764727115631,0.4038502275943756,0.3649168908596039,0.3282153904438019,0.29460054636001587,0.263217955827713,0.23374512791633606,0.2051129788160324,0.17835241556167603,0.15250736474990845,0.12824168801307678,0.105005644261837,0.08204467594623566,0.06007096916437149,0.03964138776063919,0.020474238321185112,0.08774209767580032,1e-04,0.9556618928909302,0.9146462082862854,0.8746945858001709,0.8345108032226562,0.7953680157661438,0.7555508017539978,0.7145558595657349,0.6738892197608948,0.6330581307411194,0.5918269157409668,0.5488447546958923,0.5058141350746155,0.46125444769859314,0.41615158319473267,0.3692959249019623,0.31868165731430054,0.26423296332359314,0.20517471432685852,0.1362174153327942,1035.3523876667023,0.9662514925003052,0.7061483263969421,0.024476060643792152,0.29816877841949463,0.3582342565059662,0.3976609408855438,0.4259836971759796,0.4450210928916931,0.45744234323501587,0.4637937545776367,0.4642254114151001,0.4593418836593628,0.4496093988418579,0.43466562032699585,0.41532307863235474,0.39100030064582825,0.36220240592956543,0.3284420967102051,0.28789636492729187,0.2406509816646576,0.18629033863544464,0.12070639431476593,0.6964908838272095,0.6266624331474304,0.573626697063446,0.5275492668151855,0.4874799847602844,0.44993484020233154,0.41393667459487915,0.38040992617607117,0.34837737679481506,0.3173069655895233,0.2862032949924469,0.25616639852523804,0.2259155660867691,0.19649982452392578,0.16711321473121643,0.13695676624774933,0.10624192655086517,0.075464628636837,0.04286057502031326,0.08148631453514099,0.9459590315818787,0.9014878273010254,0.8592996597290039,0.8174602389335632,0.7773079872131348,0.7369920015335083,0.695909857749939,0.6553815007209778,0.6147319674491882,0.5738694071769714,0.531339704990387,0.48890915513038635,0.44492408633232117,0.4002420902252197,0.35375553369522095,0.30313757061958313,0.24861785769462585,0.1895950436592102,0.12149044126272202
7,0.9633203148841858,0.7844270467758179,0.0264770295470953,0.36239492893218994,0.4293474555015564,0.47167474031448364,0.5003412365913391,0.518336296081543,0.5283255577087402,0.5311744213104248,0.5274077653884888,0.5178195238113403,0.502903401851654,0.4824244976043701,0.45754358172416687,0.42779970169067383,0.3941861093044281,0.3561633229255676,0.3121396005153656,0.2621954679489136,0.20573674142360687,0.13788560032844543,0.6315973997116089,0.553117573261261,0.49469655752182007,0.4452574551105499,0.40277299284935,0.3638293743133545,0.32713618874549866,0.2935642898082733,0.2622362971305847,0.23276947438716888,0.20417030155658722,0.17749673128128052,0.1517358422279358,0.12745079398155212,0.10423407703638077,0.08145847916603088,0.05955260619521141,0.039124928414821625,0.020203063264489174,0.08733956515789032,1e-04,0.9558472633361816,0.9151512980461121,0.8754780888557434,0.8355646729469299,0.7966700196266174,0.7571361064910889,0.7164300680160522,0.6759688258171082,0.6352996230125427,0.5942133665084839,0.551367461681366,0.5084510445594788,0.46395888924598694,0.4188775420188904,0.3720515966415405,0.3213871121406555,0.2668589949607849,0.2075994312763214,0.1383180022239685,1037.4720628261566,0.9664933085441589,0.7064103484153748,0.024317413568496704,0.30441954731941223,0.3646201491355896,0.4034480154514313,0.4307483434677124,0.4486144781112671,0.4596711993217468,0.4645538330078125,0.4634706377983093,0.4571203291416168,0.44596680998802185,0.4297022521495819,0.4091629087924957,0.383821964263916,0.3542921245098114,0.3199746310710907,0.27927616238594055,0.23234011232852936,0.17886359989643097,0.11494071781635284,0.6896011829376221,0.6186245679855347,0.5649514198303223,0.5185293555259705,0.4781862497329712,0.44052594900131226,0.40447595715522766,0.370983362197876,0.3390752077102661,0.30818209052085876,0.2772746682167053,0.24749234318733215,0.21773141622543335,0.18876947462558746,0.16006925702095032,0.13071297109127045,0.100825235247612,0.07109680026769638,0.04023463651537895,0.08101941645145416,0.9423889517784119,0.8957715630531311,0.8519420623779297,0.808857262134552,0.7677276730537415,0.7266253232955933,0.6849431991577148,0.6439118385314941,0.6029248237609863,0.5618398785591125,0.5192341804504395,0.47683289647102356,0.4330713748931885,0.3887613117694855,0.3427042067050934,0.29283061623573303,0.23933638632297516,0.1817220002412796,0.115603007376194
8,0.9634561538696289,0.7859134674072266,0.02637612260878086,0.3632477819919586,0.43021360039711,0.472584068775177,0.5013014674186707,0.5193429589271545,0.529391884803772,0.5323019623756409,0.528641402721405,0.5191456079483032,0.5043373107910156,0.4839843213558197,0.4592001140117645,0.4295624792575836,0.3960013687610626,0.35799485445022583,0.31396758556365967,0.26397591829299927,0.20738929510116577,0.13932166993618011,0.6307752132415771,0.5523452758789062,0.49398818612098694,0.44463199377059937,0.40224507451057434,0.36339497566223145,0.32683035731315613,0.29335078597068787,0.26213228702545166,0.23276713490486145,0.20425638556480408,0.17761529982089996,0.1518479436635971,0.12760868668556213,0.10399545729160309,0.08127258718013763,0.05951938405632973,0.03930741548538208,0.020574552938342094,0.08699898421764374,1e-04,0.9559343457221985,0.9155255556106567,0.8761504292488098,0.8364627361297607,0.7977235913276672,0.7583083510398865,0.7177309989929199,0.6774189472198486,0.6368730664253235,0.5959012508392334,0.5531693696975708,0.5103006958961487,0.46586719155311584,0.4208027422428131,0.37395480275154114,0.32325977087020874,0.26866626739501953,0.20926930010318756,0.13976043462753296,1035.8577992916107,0.9663180112838745,0.7068588733673096,0.024426955729722977,0.30073121190071106,0.3605007231235504,0.39958855509757996,0.42747223377227783,0.4461625814437866,0.45832929015159607,0.46446898579597473,0.4647083878517151,0.45969048142433167,0.4499250054359436,0.4350050985813141,0.41566529870033264,0.39151090383529663,0.3629733622074127,0.32938462495803833,0.2890913784503937,0.24210430681705475,0.18791824579238892,0.12230269610881805,0.6937105059623718,0.6239057183265686,0.5709388256072998,0.5250972509384155,0.4852127730846405,0.4478364884853363,0.41200968623161316,0.37868714332580566,0.3469545245170593,0.31613826751708984,0.285302996635437,0.2555272877216339,0.22557136416435242,0.19626443088054657,0.16696573793888092,0.1369556039571762,0.10639314353466034,0.07574531435966492,0.043400853872299194,0.08131661266088486,0.9448620676994324,0.9000213146209717,0.8577322363853455,0.8159210681915283,0.7758631706237793,0.7357296347618103,0.6948566436767578,0.6545153856277466,0.6141278743743896,0.5735407471656799,0.5313114523887634,0.48910099267959595,0.44546300172805786,0.401117742061615,0.3548073470592499,0.3044511675834656,0.25017595291137695,0.19129204750061035,0.1231125146150589
9,0.9635931849479675,0.7874482274055481,0.026271702721714973,0.36445677280426025,0.4314810633659363,0.473825603723526,0.5024899840354919,0.5204945206642151,0.5304761528968811,0.533353328704834,0.5296685099601746,0.5201302170753479,0.5052694082260132,0.4849141240119934,0.4601579010486603,0.430582195520401,0.3970753252506256,0.3590899407863617,0.315092533826828,0.26510316133499146,0.2084863930940628,0.14031797647476196,0.6295667290687561,0.5510629415512085,0.4926997423171997,0.4433565139770508,0.40096569061279297,0.36214378476142883,0.3255698084831238,0.29210177063941956,0.26091670989990234,0.231598362326622,0.20307639241218567,0.17645400762557983,0.15068885684013367,0.12646138668060303,0.10331670939922333,0.08060053735971451,0.05884344130754471,0.03848225995898247,0.019702857360243797,0.08663669973611832,1e-04,0.9564658403396606,0.916095495223999,0.8767018914222717,0.8370459675788879,0.7983534932136536,0.758979082107544,0.7184569835662842,0.6782102584838867,0.6376961469650269,0.5967382192611694,0.5540467500686646,0.5112511515617371,0.4669087827205658,0.4219146966934204,0.3750951290130615,0.32442107796669006,0.26982176303863525,0.21038232743740082,0.1407604217529297,1040.0918855667114,0.9665206670761108,0.7079848051071167,0.024293305352330208,0.30380281805992126,0.3639771640300751,0.4030515253543854,0.43064427375793457,0.44893568754196167,0.46051812171936035,0.4659821689128876,0.4655437469482422,0.45989033579826355,0.4494197964668274,0.4339179992675781,0.41404950618743896,0.38938799500465393,0.3605005145072937,0.32671427726745605,0.28643283247947693,0.23961874842643738,0.18578284978866577,0.12081607431173325,0.6903683543205261,0.6197479963302612,0.566267728805542,0.520103931427002,0.4799736738204956,0.44250696897506714,0.4066453278064728,0.37335941195487976,0.3416721224784851,0.3109966516494751,0.28027233481407166,0.2506471276283264,0.22106677293777466,0.19223420321941376,0.1636241376399994,0.13417381048202515,0.10421678423881531,0.07407834380865097,0.04240783676505089,0.08093368262052536,0.9435286521911621,0.8980088233947754,0.8551158905029297,0.8127930760383606,0.7723533511161804,0.7318823337554932,0.6907234787940979,0.6502148509025574,0.6097339987754822,0.5690186023712158,0.5268118381500244,0.4846668839454651,0.4411433935165405,0.3970199227333069,0.35102859139442444,0.3011031448841095,0.2473105937242508,0.18899427354335785,0.12158561497926712
