Best val_aupr: 0.69971; at epoch 13
Best val_brier_score: 0.02446; at epoch 10
Best val_csi05: 0.30761; at epoch 10
Best val_csi10: 0.36453; at epoch 10
Best val_csi15: 0.40105; at epoch 10
Best val_csi20: 0.42528; at epoch 10
Best val_csi25: 0.44; at epoch 10
Best val_csi30: 0.44747; at epoch 10
Best val_csi35: 0.44872; at epoch 11
Best val_csi40: 0.44916; at epoch 7
Best val_csi45: 0.44655; at epoch 7
Best val_csi50: 0.43899; at epoch 7
