Best val_aupr: 0.70683; at epoch 23
Best val_brier_score: 0.02414; at epoch 21
Best val_csi05: 0.3024; at epoch 7
Best val_csi10: 0.36195; at epoch 21
Best val_csi15: 0.40081; at epoch 21
Best val_csi20: 0.42692; at epoch 21
Best val_csi25: 0.44312; at epoch 21
Best val_csi30: 0.45198; at epoch 22
Best val_csi35: 0.45404; at epoch 23
Best val_csi40: 0.44995; at epoch 9
Best val_csi45: 0.4442; at epoch 4
Best val_csi50: 0.43586; at epoch 4
