Best val_aupr: 0.70742; at epoch 8
Best val_brier_score: 0.02409; at epoch 6
Best val_csi05: 0.30264; at epoch 6
Best val_csi10: 0.36307; at epoch 6
Best val_csi15: 0.40185; at epoch 6
Best val_csi20: 0.4278; at epoch 6
Best val_csi25: 0.44371; at epoch 6
Best val_csi30: 0.4521; at epoch 6
Best val_csi35: 0.45425; at epoch 8
Best val_csi40: 0.4505; at epoch 8
Best val_csi45: 0.44773; at epoch 4
Best val_csi50: 0.44271; at epoch 2
