Best val_aupr: 0.71812; at epoch 19
Best val_brier_score: 0.02359; at epoch 16
Best val_csi05: 0.316; at epoch 2
Best val_csi10: 0.37829; at epoch 2
Best val_csi15: 0.41522; at epoch 2
Best val_csi20: 0.43824; at epoch 16
Best val_csi25: 0.45312; at epoch 16
Best val_csi30: 0.4605; at epoch 16
Best val_csi35: 0.46259; at epoch 19
Best val_csi40: 0.45895; at epoch 19
Best val_csi45: 0.454; at epoch 6
Best val_csi50: 0.44427; at epoch 6
