Best val_aupr: 0.69845; at epoch 20
Best val_brier_score: 0.02075; at epoch 21
Best val_csi05: 0.34453; at epoch 16
Best val_csi10: 0.3991; at epoch 16
Best val_csi15: 0.42473; at epoch 16
Best val_csi20: 0.43406; at epoch 16
Best val_csi25: 0.4367; at epoch 13
Best val_csi30: 0.44056; at epoch 21
Best val_csi35: 0.44219; at epoch 20
Best val_csi40: 0.4416; at epoch 20
Best val_csi45: 0.4365; at epoch 20
Best val_csi50: 0.42629; at epoch 20
