Best val_aupr: 0.68205; at epoch 65
Best val_brier_score: 0.02525; at epoch 62
Best val_csi05: 0.29105; at epoch 62
Best val_csi10: 0.35136; at epoch 62
Best val_csi15: 0.38984; at epoch 62
Best val_csi20: 0.41702; at epoch 62
Best val_csi25: 0.43412; at epoch 62
Best val_csi30: 0.44329; at epoch 62
Best val_csi35: 0.44616; at epoch 64
Best val_csi40: 0.44288; at epoch 64
Best val_csi45: 0.43388; at epoch 64
Best val_csi50: 0.41948; at epoch 64
