Best val_aupr: 0.67711; at epoch 28
Best val_brier_score: 0.0216; at epoch 24
Best val_csi05: 0.27687; at epoch 12
Best val_csi10: 0.33644; at epoch 12
Best val_csi15: 0.36769; at epoch 12
Best val_csi20: 0.38391; at epoch 12
Best val_csi25: 0.39687; at epoch 15
Best val_csi30: 0.40387; at epoch 28
Best val_csi35: 0.40679; at epoch 28
Best val_csi40: 0.40448; at epoch 28
Best val_csi45: 0.39726; at epoch 28
Best val_csi50: 0.38494; at epoch 28
