Best val_aupr: 0.80117; at epoch 9
Best val_brier_score: 0.03631; at epoch 8
Best val_csi05: 0.26489; at epoch 6
Best val_csi10: 0.316; at epoch 6
Best val_csi15: 0.35267; at epoch 6
Best val_csi20: 0.3822; at epoch 6
Best val_csi25: 0.40544; at epoch 6
Best val_csi30: 0.4245; at epoch 6
Best val_csi35: 0.4395; at epoch 6
Best val_csi40: 0.44985; at epoch 6
Best val_csi45: 0.45568; at epoch 6
Best val_csi50: 0.45816; at epoch 9
