Best val_aupr: 0.6944; at epoch 38
Best val_brier_score: 0.02473; at epoch 35
Best val_csi05: 0.29892; at epoch 35
Best val_csi10: 0.35892; at epoch 35
Best val_csi15: 0.39758; at epoch 35
Best val_csi20: 0.42437; at epoch 35
Best val_csi25: 0.44183; at epoch 35
Best val_csi30: 0.45198; at epoch 35
Best val_csi35: 0.45528; at epoch 32
Best val_csi40: 0.45277; at epoch 29
Best val_csi45: 0.44522; at epoch 29
Best val_csi50: 0.43233; at epoch 29
