Best val_aupr: 0.68307; at epoch 20
Best val_brier_score: 0.02137; at epoch 18
Best val_csi05: 0.25836; at epoch 13
Best val_csi10: 0.31656; at epoch 17
Best val_csi15: 0.35451; at epoch 17
Best val_csi20: 0.38018; at epoch 17
Best val_csi25: 0.39659; at epoch 18
Best val_csi30: 0.40726; at epoch 18
Best val_csi35: 0.41036; at epoch 18
Best val_csi40: 0.40819; at epoch 21
Best val_csi45: 0.40769; at epoch 9
Best val_csi50: 0.40544; at epoch 9
