Best val_aupr: 0.71385; at epoch 58
Best val_brier_score: 0.02381; at epoch 64
Best val_csi05: 0.30504; at epoch 64
Best val_csi10: 0.36601; at epoch 63
Best val_csi15: 0.40511; at epoch 66
Best val_csi20: 0.43159; at epoch 63
Best val_csi25: 0.44822; at epoch 62
Best val_csi30: 0.45736; at epoch 66
Best val_csi35: 0.45968; at epoch 58
Best val_csi40: 0.45584; at epoch 58
Best val_csi45: 0.4468; at epoch 51
Best val_csi50: 0.43372; at epoch 38
