Best val_aupr: 0.71832; at epoch 14
Best val_brier_score: 0.02361; at epoch 14
Best val_csi05: 0.31914; at epoch 14
Best val_csi10: 0.37922; at epoch 14
Best val_csi15: 0.41851; at epoch 9
Best val_csi20: 0.44535; at epoch 9
Best val_csi25: 0.46169; at epoch 9
Best val_csi30: 0.47091; at epoch 14
Best val_csi35: 0.47402; at epoch 14
Best val_csi40: 0.47126; at epoch 14
Best val_csi45: 0.46475; at epoch 12
Best val_csi50: 0.45332; at epoch 12
