epoch,accuracy,aupr,brier_score,csi05,csi10,csi15,csi20,csi25,csi30,csi35,csi40,csi45,csi50,csi55,csi60,csi65,csi70,csi75,csi80,csi85,csi90,csi95,far05,far10,far15,far20,far25,far30,far35,far40,far45,far50,far55,far60,far65,far70,far75,far80,far85,far90,far95,loss,lr,pod05,pod10,pod15,pod20,pod25,pod30,pod35,pod40,pod45,pod50,pod55,pod60,pod65,pod70,pod75,pod80,pod85,pod90,pod95,val_accuracy,val_aupr,val_brier_score,val_csi05,val_csi10,val_csi15,val_csi20,val_csi25,val_csi30,val_csi35,val_csi40,val_csi45,val_csi50,val_csi55,val_csi60,val_csi65,val_csi70,val_csi75,val_csi80,val_csi85,val_csi90,val_csi95,val_far05,val_far10,val_far15,val_far20,val_far25,val_far30,val_far35,val_far40,val_far45,val_far50,val_far55,val_far60,val_far65,val_far70,val_far75,val_far80,val_far85,val_far90,val_far95,val_loss,val_pod05,val_pod10,val_pod15,val_pod20,val_pod25,val_pod30,val_pod35,val_pod40,val_pod45,val_pod50,val_pod55,val_pod60,val_pod65,val_pod70,val_pod75,val_pod80,val_pod85,val_pod90,val_pod95
0,0.9631824493408203,0.7828899025917053,0.026583658531308174,0.3556632995605469,0.4219638705253601,0.4641590416431427,0.4924491345882416,0.5099465250968933,0.5193800330162048,0.521462082862854,0.517040491104126,0.5070042014122009,0.49179187417030334,0.471100777387619,0.4461401402950287,0.41674235463142395,0.3832440674304962,0.34563201665878296,0.30238640308380127,0.2532733678817749,0.19770964980125427,0.13085687160491943,0.6382949352264404,0.560251772403717,0.5014466643333435,0.45178863406181335,0.40905967354774475,0.36958539485931396,0.33267202973365784,0.29921749234199524,0.2678880989551544,0.23850023746490479,0.2099398523569107,0.18303774297237396,0.15740807354450226,0.1328071653842926,0.10918628424406052,0.08608528971672058,0.06362404674291611,0.04234263673424721,0.02216961234807968,0.08763131499290466,1e-05,0.9523045420646667,0.9094676971435547,0.8677812218666077,0.8265225887298584,0.7864601016044617,0.7456068396568298,0.7039589285850525,0.6631262898445129,0.622453510761261,0.5815252065658569,0.5387865900993347,0.4960741400718689,0.4523014426231384,0.4074915051460266,0.36120933294296265,0.31144312024116516,0.2578248977661133,0.1995134949684143,0.1312604397535324,0.9667590856552124,0.7107498049736023,0.024116167798638344,0.29969143867492676,0.3598019778728485,0.39893633127212524,0.4258217215538025,0.4431491494178772,0.45347192883491516,0.45725223422050476,0.45502859354019165,0.4478287696838379,0.43592414259910583,0.41912803053855896,0.39823827147483826,0.3729252517223358,0.34334516525268555,0.3093983829021454,0.2697634696960449,0.22386981546878815,0.17146944999694824,0.10876154154539108,0.6941026449203491,0.6227647066116333,0.5679118633270264,0.5210253596305847,0.48015090823173523,0.4417060315608978,0.40546369552612305,0.3721567392349243,0.3402268886566162,0.3097158372402191,0.27911487221717834,0.25017082691192627,0.2200092375278473,0.1914513111114502,0.1630822867155075,0.13308370113372803,0.10293171554803848,0.07166630029678345,0.039194270968437195,0.08019498735666275,0.9378929138183594,0.8890805244445801,0.8428575396537781,0.7983111143112183,0.7560135126113892,0.713518500328064,0.6708363890647888,0.6294094324111938,0.5884940028190613,0.5476019978523254,0.5053101181983948,0.46340668201446533,0.42049872875213623,0.37665826082229614,0.3314177989959717,0.28294745087623596,0.23068226873874664,0.1742020845413208,0.10936683416366577
1,0.9632052183151245,0.7831356525421143,0.026566125452518463,0.35626688599586487,0.42263710498809814,0.464807391166687,0.49300169944763184,0.510405957698822,0.5197486877441406,0.521771252155304,0.5172818899154663,0.5072038769721985,0.49198228120803833,0.4712887704372406,0.44629645347595215,0.4168836176395416,0.3834019899368286,0.3458015024662018,0.3026128113269806,0.253490149974823,0.1979246735572815,0.13096919655799866,0.637677788734436,0.559550404548645,0.5007266402244568,0.45094507932662964,0.40832677483558655,0.36902672052383423,0.3321298062801361,0.2987397313117981,0.2674812972545624,0.23828236758708954,0.20978058874607086,0.18322813510894775,0.1574704498052597,0.13296617567539215,0.10923682153224945,0.08613941818475723,0.06340210139751434,0.0422542504966259,0.022159317508339882,0.08756641298532486,1e-05,0.9523206353187561,0.9095271229743958,0.8678489923477173,0.826626718044281,0.7865766286849976,0.7457836866378784,0.7041742205619812,0.6633281707763672,0.6226481795310974,0.5817301869392395,0.5389938950538635,0.4962528347969055,0.4524381756782532,0.40762627124786377,0.36135974526405334,0.3116546869277954,0.25803282856941223,0.19972774386405945,0.13137279450893402,0.9666385650634766,0.7108579874038696,0.024192726239562035,0.29687556624412537,0.3568063974380493,0.3961776793003082,0.42356327176094055,0.4415234327316284,0.4526600241661072,0.45732399821281433,0.45598554611206055,0.4496561884880066,0.4386498034000397,0.4226732552051544,0.4025173783302307,0.37779220938682556,0.3487362861633301,0.31505894660949707,0.27548110485076904,0.2294333130121231,0.1764567792415619,0.11257164925336838,0.6972450017929077,0.6266259551048279,0.5722362995147705,0.5256853699684143,0.48506513237953186,0.44678518176078796,0.41063329577445984,0.3773939907550812,0.3455244302749634,0.3149583637714386,0.28419551253318787,0.2551933526992798,0.22482118010520935,0.19594180583953857,0.1674584299325943,0.13687579333782196,0.10627187788486481,0.07454441487789154,0.041317109018564224,0.08040996640920639,0.939933717250824,0.8923633098602295,0.8471711277961731,0.8034788370132446,0.7618402242660522,0.7199681997299194,0.6777653694152832,0.6366649866104126,0.59602952003479,0.5553786158561707,0.5131810903549194,0.47128811478614807,0.42824384570121765,0.38426095247268677,0.3386910557746887,0.2897273898124695,0.23687008023262024,0.17948085069656372,0.11325401067733765
2,0.9632388353347778,0.7835403084754944,0.026539886370301247,0.3563457727432251,0.4227036237716675,0.46491536498069763,0.4932119846343994,0.5106829404830933,0.5201326608657837,0.5222805738449097,0.5178816914558411,0.507850170135498,0.4926694631576538,0.47200506925582886,0.44702407717704773,0.4175850749015808,0.38406112790107727,0.3464146554470062,0.3032208979129791,0.25415509939193726,0.19856786727905273,0.131454199552536,0.637588620185852,0.5594347715377808,0.5005926489830017,0.45093274116516113,0.4083215296268463,0.3689876198768616,0.3321217894554138,0.2987193167209625,0.26744431257247925,0.23821789026260376,0.20975352823734283,0.18312878906726837,0.15739600360393524,0.13297149538993835,0.10949712991714478,0.0859772264957428,0.06305259466171265,0.04197018966078758,0.02192363515496254,0.08747730404138565,1e-05,0.9524718523025513,0.9096521735191345,0.86820387840271,0.827114462852478,0.7871849536895752,0.746522068977356,0.7050102353096008,0.6642181873321533,0.623546838760376,0.582645833492279,0.5398957133293152,0.4971155524253845,0.45325154066085815,0.40837499499320984,0.36203932762145996,0.312313437461853,0.2587290108203888,0.20038236677646637,0.13185961544513702,0.9666882753372192,0.7110544443130493,0.02415984869003296,0.29793107509613037,0.357875794172287,0.3971599042415619,0.4243984520435333,0.44219204783439636,0.45312437415122986,0.4575648009777069,0.4560238718986511,0.4494863748550415,0.4382917881011963,0.4221247136592865,0.40182507038116455,0.3769697844982147,0.3478339612483978,0.31412237882614136,0.2745606005191803,0.2285228818655014,0.1756431609392166,0.11193098872900009,0.6960898041725159,0.6253049373626709,0.5708162784576416,0.5242100954055786,0.48355793952941895,0.4452698230743408,0.40912675857543945,0.37587985396385193,0.34405121207237244,0.313532292842865,0.28286799788475037,0.2539055049419403,0.2235974818468094,0.19480018317699432,0.16651073098182678,0.137198805809021,0.10561112314462662,0.07395890355110168,0.04100620746612549,0.08031371235847473,0.9394093155860901,0.891535222530365,0.8461192846298218,0.8022645115852356,0.7605384588241577,0.7185660004615784,0.6762732863426208,0.6351357102394104,0.594473659992218,0.5538272857666016,0.5116420388221741,0.4697788655757904,0.42677512764930725,0.38286828994750977,0.3374136984348297,0.28859013319015503,0.23583805561065674,0.17861418426036835,0.11259984225034714
3,0.9629504084587097,0.780537486076355,0.026728400960564613,0.355247437953949,0.42154642939567566,0.46373677253723145,0.4917983114719391,0.509084939956665,0.5183847546577454,0.5203881859779358,0.5158615708351135,0.505730926990509,0.4904673993587494,0.46975407004356384,0.44472113251686096,0.41512131690979004,0.38144439458847046,0.3435933291912079,0.3000796437263489,0.2505577504634857,0.1944262534379959,0.1269267052412033,0.6383078694343567,0.5602387189865112,0.5013211369514465,0.4518328905105591,0.40919992327690125,0.36982661485671997,0.33307501673698425,0.299755722284317,0.26876384019851685,0.23972052335739136,0.21102982759475708,0.18389436602592468,0.157983660697937,0.1335693895816803,0.11026694625616074,0.08720763772726059,0.06459416449069977,0.04309092089533806,0.0226448904722929,0.08803250640630722,1e-06,0.9525454640388489,0.9100838899612427,0.8684009313583374,0.8271662592887878,0.7869805097579956,0.7460229992866516,0.7042627334594727,0.6632660031318665,0.6223739981651306,0.581258237361908,0.5382890105247498,0.4952790439128876,0.4510744512081146,0.40593618154525757,0.3593249022960663,0.30921411514282227,0.2551228702068329,0.19620564579963684,0.12731046974658966,0.967185914516449,0.7140612602233887,0.023838939145207405,0.3047828674316406,0.3652978539466858,0.40428626537323,0.43075963854789734,0.4474541246891022,0.4569096863269806,0.45954108238220215,0.45609426498413086,0.4475536048412323,0.434324711561203,0.41620075702667236,0.3940398097038269,0.36756059527397156,0.33706334233283997,0.302499920129776,0.26280534267425537,0.21739734709262848,0.16627992689609528,0.10570572316646576,0.6886560320854187,0.616277277469635,0.5607346892356873,0.5131558179855347,0.4715622067451477,0.43248334527015686,0.39566004276275635,0.36182108521461487,0.32959499955177307,0.29874417185783386,0.26824814081192017,0.23807911574840546,0.20926564931869507,0.1812809407711029,0.15388117730617523,0.12463060021400452,0.09594447910785675,0.06568282097578049,0.03629939258098602,0.07937517762184143,0.9355966448783875,0.885472297668457,0.8382890820503235,0.7927590608596802,0.7493639588356018,0.706046998500824,0.6625238060951233,0.6203425526618958,0.5788847208023071,0.5376567840576172,0.49521636962890625,0.4531303644180298,0.4102121591567993,0.36658692359924316,0.3217920958995819,0.27424395084381104,0.22325462102890015,0.16863037645816803,0.10623226314783096
4,0.9629917144775391,0.7809614539146423,0.026700882241129875,0.35556626319885254,0.42172151803970337,0.46376731991767883,0.49180713295936584,0.5091574788093567,0.518535852432251,0.5205985903739929,0.5161297917366028,0.5060592293739319,0.4908939003944397,0.4702484905719757,0.4452568590641022,0.4157077670097351,0.38207823038101196,0.3442894518375397,0.30088359117507935,0.251541405916214,0.19563892483711243,0.12818998098373413,0.6381728649139404,0.5602555871009827,0.501591682434082,0.45226967334747314,0.40978899598121643,0.37054988741874695,0.3338615298271179,0.30059918761253357,0.2697007954120636,0.24022525548934937,0.21188050508499146,0.18513832986354828,0.1595001518726349,0.13499455153942108,0.1109478771686554,0.0877327024936676,0.06519442051649094,0.04365377500653267,0.023016570135951042,0.08794385939836502,1e-06,0.9524145722389221,0.9101306200027466,0.8688079118728638,0.82773756980896,0.7876741290092468,0.7468413710594177,0.7050878405570984,0.6640615463256836,0.6231791973114014,0.5820943117141724,0.5391428470611572,0.4961128532886505,0.4518894553184509,0.4067361056804657,0.3601323366165161,0.31009429693222046,0.25615477561950684,0.19744612276554108,0.12858295440673828,0.9672228693962097,0.7143558263778687,0.023813985288143158,0.3054760694503784,0.3660147190093994,0.4049206078052521,0.4313541352748871,0.4479812681674957,0.45727914571762085,0.4598104655742645,0.45620423555374146,0.4475211799144745,0.4341494143009186,0.41586193442344666,0.3935888707637787,0.36700722575187683,0.3364163339138031,0.30185559391975403,0.26212412118911743,0.21678867936134338,0.1658238023519516,0.10551556199789047,0.6879118084907532,0.6154333353042603,0.5598986744880676,0.5122399926185608,0.4705713093280792,0.4315038323402405,0.39460480213165283,0.36077171564102173,0.3285621404647827,0.29772523045539856,0.26731064915657043,0.23833784461021423,0.20833492279052734,0.18029385805130005,0.1532139778137207,0.12384951859712601,0.09530811011791229,0.06517914682626724,0.036129921674728394,0.07929437607526779,0.9353063106536865,0.885042667388916,0.8377857208251953,0.7921788096427917,0.7486886382102966,0.7052409648895264,0.6616979837417603,0.6194576621055603,0.5779447555541992,0.5366983413696289,0.4942161440849304,0.45212918519973755,0.4092221260070801,0.3656034767627716,0.32091224193573,0.27340829372406006,0.22256334125995636,0.16814301908016205,0.106037437915802
5,0.9630045890808105,0.7810863256454468,0.026692615821957588,0.35553717613220215,0.42172011733055115,0.4637092649936676,0.4918053448200226,0.5091926455497742,0.5185558795928955,0.5206007957458496,0.5161247253417969,0.5060399770736694,0.4908967614173889,0.4702497124671936,0.44527024030685425,0.4157382547855377,0.38206934928894043,0.3442375361919403,0.300833135843277,0.2515272796154022,0.1956903040409088,0.12837395071983337,0.6382139325141907,0.5602740049362183,0.5016812086105347,0.45226550102233887,0.40966761112213135,0.3703516721725464,0.33358749747276306,0.3002205193042755,0.26900383830070496,0.23977017402648926,0.21121837198734283,0.18452036380767822,0.158758744597435,0.13419003784656525,0.11038503795862198,0.0871630311012268,0.06441523134708405,0.04302098974585533,0.022769398987293243,0.0879180058836937,1e-06,0.9528007507324219,0.9102001786231995,0.8686649799346924,0.8274645805358887,0.7873172163963318,0.7464098334312439,0.7046218514442444,0.6635919809341431,0.6227360367774963,0.5817167162895203,0.53883296251297,0.49588263034820557,0.45173513889312744,0.40659037232398987,0.35999083518981934,0.3099941611289978,0.25611838698387146,0.19748519361019135,0.12876516580581665,0.9672361016273499,0.7144802212715149,0.023805031552910805,0.30576401948928833,0.36629119515419006,0.4051611125469208,0.431568443775177,0.4481588900089264,0.4574265778064728,0.459917277097702,0.456277459859848,0.4475522041320801,0.43414825201034546,0.41579434275627136,0.39351794123649597,0.3669073283672333,0.33628049492836,0.30172672867774963,0.2619863748550415,0.21667234599590302,0.16577333211898804,0.10555214434862137,0.6875970959663391,0.6151022911071777,0.5595825910568237,0.5119035840034485,0.4702378511428833,0.4311792254447937,0.3942805230617523,0.3604460656642914,0.32825997471809387,0.2974281907081604,0.26705148816108704,0.23687388002872467,0.20812605321407318,0.1802198886871338,0.1530039757490158,0.12359530478715897,0.09514635056257248,0.06506487727165222,0.036137208342552185,0.0792650356888771,0.9351556301116943,0.8848409652709961,0.8375935554504395,0.7919532656669617,0.7484448552131653,0.7050113081932068,0.6614500284194946,0.6192179322242737,0.5777032971382141,0.5364629030227661,0.49395376443862915,0.4519043266773224,0.4090043008327484,0.3653739094734192,0.32071632146835327,0.2732263207435608,0.2224242389202118,0.1680845469236374,0.1060735285282135
6,0.963011622428894,0.7811665534973145,0.02668740414083004,0.35611778497695923,0.4221949577331543,0.4641711115837097,0.4922958016395569,0.5097717642784119,0.5192246437072754,0.5213453769683838,0.516936182975769,0.5069172978401184,0.4918266832828522,0.4712493419647217,0.44628944993019104,0.4168059229850769,0.3831348717212677,0.34527307748794556,0.3017891049385071,0.2523837387561798,0.19640593230724335,0.12885800004005432,0.6376039385795593,0.5597550272941589,0.5011874437332153,0.45178863406181335,0.4092152416706085,0.369722455739975,0.3329762816429138,0.29938626289367676,0.26837217807769775,0.23915605247020721,0.21057568490505219,0.18380284309387207,0.15815511345863342,0.1335476040840149,0.10991884022951126,0.08692331612110138,0.06457988917827606,0.042734771966934204,0.02199171856045723,0.08790096640586853,1e-06,0.9529032707214355,0.9105198383331299,0.8692913055419922,0.8282691240310669,0.7883078455924988,0.7475154995918274,0.7057994604110718,0.6648042798042297,0.623951256275177,0.5829324722290039,0.5400593876838684,0.49708008766174316,0.45294177532196045,0.40775761008262634,0.36109620332717896,0.31099262833595276,0.25700005888938904,0.19821888208389282,0.12925520539283752,0.9672425985336304,0.7145465016365051,0.023800654336810112,0.30591076612472534,0.36642128229141235,0.4052642285823822,0.4316701292991638,0.44824519753456116,0.45749130845069885,0.4599590003490448,0.45630571246147156,0.447548508644104,0.4341193437576294,0.4157513976097107,0.3934415876865387,0.36683204770088196,0.3361942768096924,0.30162250995635986,0.2618885934352875,0.2165886014699936,0.16571255028247833,0.10553603619337082,0.6874385476112366,0.6149455904960632,0.5594395399093628,0.511745035648346,0.4700818359851837,0.4310239851474762,0.3941251337528229,0.3602933883666992,0.32811564207077026,0.2972819209098816,0.26691630482673645,0.2367480993270874,0.208004429936409,0.18004195392131805,0.15289324522018433,0.12341819703578949,0.09505687654018402,0.06495711207389832,0.03613162040710449,0.07925035059452057,0.9350895285606384,0.8847386240959167,0.8374861478805542,0.7918283939361572,0.748335599899292,0.7048681378364563,0.6613068580627441,0.61907958984375,0.5775420069694519,0.5362970232963562,0.49379783868789673,0.45173096656799316,0.408860445022583,0.36523139476776123,0.320570707321167,0.2731023132801056,0.22232580184936523,0.16801764070987701,0.10605643689632416
7,0.963018536567688,0.7812488079071045,0.026681972667574883,0.3558146357536316,0.42194250226020813,0.46392202377319336,0.49207478761672974,0.5095324516296387,0.519001841545105,0.5211767554283142,0.5168051719665527,0.5068147778511047,0.491713285446167,0.4710714519023895,0.44609180092811584,0.41657739877700806,0.38287457823753357,0.34496432542800903,0.3014834225177765,0.2520986795425415,0.19620801508426666,0.12888400256633759,0.6379477381706238,0.5600965023040771,0.5015460848808289,0.4521188735961914,0.4095698595046997,0.3702985942363739,0.33356529474258423,0.3000189960002899,0.2689689099788666,0.23963838815689087,0.2110428661108017,0.18382766842842102,0.158051997423172,0.1334572583436966,0.10999541729688644,0.08689359575510025,0.06445129215717316,0.04303298518061638,0.02277214452624321,0.08788423240184784,1e-06,0.9530777931213379,0.9107699990272522,0.869440495967865,0.8283688426017761,0.7883678078651428,0.747576892375946,0.7058843374252319,0.6648958921432495,0.6240186095237732,0.582925021648407,0.5399527549743652,0.4969278872013092,0.4527395963668823,0.40750768780708313,0.3607849180698395,0.31067660450935364,0.25670501589775085,0.19801363348960876,0.1292792111635208,0.9672470688819885,0.7146031260490417,0.0237972903996706,0.3060428500175476,0.3665297329425812,0.40535005927085876,0.43175846338272095,0.4483114778995514,0.4575407803058624,0.4600011706352234,0.4563228487968445,0.4475509524345398,0.4341185986995697,0.41573795676231384,0.39342552423477173,0.3668254315853119,0.3361780643463135,0.30160629749298096,0.2618735730648041,0.2165766954421997,0.16571953892707825,0.10556565970182419,0.687293529510498,0.6148108839988708,0.5593159794807434,0.511608362197876,0.46995413303375244,0.4309080243110657,0.3939951956272125,0.3601941764354706,0.32804906368255615,0.29719993472099304,0.2668450176715851,0.2366749346256256,0.20795199275016785,0.18000271916389465,0.15284349024295807,0.12338339537382126,0.09499858319759369,0.0649019330739975,0.03617522865533829,0.07923972606658936,0.9350177645683289,0.8846302032470703,0.8373779058456421,0.7917317152023315,0.7482320070266724,0.7047704458236694,0.661202073097229,0.6189773678779602,0.5774465203285217,0.5362082719802856,0.4937196671962738,0.4516611695289612,0.40881678462028503,0.36518988013267517,0.3205348551273346,0.2730751037597656,0.22230733931064606,0.1680222600698471,0.1060858741402626
8,0.9630253911018372,0.7813146710395813,0.0266776941716671,0.35661107301712036,0.4227474629878998,0.46472713351249695,0.4928589463233948,0.51027512550354,0.5197261571884155,0.5218998193740845,0.5175511837005615,0.5075914263725281,0.49247777462005615,0.471876859664917,0.4469625949859619,0.4175163507461548,0.38387054204940796,0.34603577852249146,0.30258864164352417,0.2531667947769165,0.1971668004989624,0.12963847815990448,0.6371014714241028,0.5591689348220825,0.5005761981010437,0.4511493146419525,0.4086243212223053,0.3693317472934723,0.3325730264186859,0.2992068827152252,0.2679559290409088,0.23876000940799713,0.21036899089813232,0.18372754752635956,0.15819303691387177,0.13378047943115234,0.1100778728723526,0.08725956082344055,0.06495567411184311,0.04298089072108269,0.022630566731095314,0.08787046372890472,1e-06,0.9530640244483948,0.9106658697128296,0.8694115877151489,0.8284311890602112,0.7884851694107056,0.7477847337722778,0.706220269203186,0.6653594970703125,0.6246016025543213,0.5835664868354797,0.5406894683837891,0.49776944518089294,0.45367002487182617,0.40849900245666504,0.3618624806404114,0.3117925822734833,0.2577829957008362,0.19897858798503876,0.13003548979759216,0.9672518372535706,0.714651882648468,0.023793824017047882,0.3061179220676422,0.36660677194595337,0.4054242968559265,0.43182218074798584,0.44836971163749695,0.45758411288261414,0.4600222408771515,0.4563238322734833,0.44753408432006836,0.4340808093547821,0.41568678617477417,0.3933645188808441,0.3667374849319458,0.33608680963516235,0.3015040457248688,0.2617642879486084,0.21647909283638,0.16563273966312408,0.10552611202001572,0.6872091889381409,0.6147185564041138,0.5592149496078491,0.5114978551864624,0.46983620524406433,0.4307847023010254,0.3938729465007782,0.3600723147392273,0.3279181122779846,0.29709935188293457,0.26669636368751526,0.23655082285404205,0.20784901082515717,0.17991209030151367,0.15273848176002502,0.12330057471990585,0.09489481896162033,0.06479360163211823,0.03617827221751213,0.07922902703285217,0.9349765181541443,0.8845697045326233,0.8372985124588013,0.7916228771209717,0.7481235861778259,0.7046473622322083,0.6610594391822815,0.6188319325447083,0.5772960782051086,0.5360493063926697,0.4935617744922638,0.45151621103286743,0.40866291522979736,0.36504775285720825,0.32039371132850647,0.2729405164718628,0.222195565700531,0.16792912781238556,0.10604508221149445
9,0.9630333185195923,0.781381368637085,0.026673322543501854,0.35556161403656006,0.4215107560157776,0.46341511607170105,0.4915878474712372,0.5090782046318054,0.5185486078262329,0.5206712484359741,0.5162546634674072,0.5062262415885925,0.49108242988586426,0.470455139875412,0.4455089569091797,0.41605427861213684,0.38240909576416016,0.344613641500473,0.30123722553253174,0.2519305646419525,0.1961473673582077,0.1288914531469345,0.6381789445877075,0.5605340003967285,0.5021488666534424,0.45276939868927,0.4102487564086914,0.3710353374481201,0.33431509137153625,0.30054426193237305,0.2695915400981903,0.24046829342842102,0.2120334357023239,0.1853870153427124,0.15966485440731049,0.13505065441131592,0.1112576425075531,0.08788473904132843,0.06541954725980759,0.04398727044463158,0.02316262573003769,0.08785650879144669,1e-06,0.9528502225875854,0.9104371070861816,0.8690779805183411,0.8280103206634521,0.7880377173423767,0.7472149729728699,0.7054452300071716,0.66441410779953,0.6235154867172241,0.5823865532875061,0.5394169688224792,0.4964284300804138,0.4522934556007385,0.407112181186676,0.3604888916015625,0.3104785084724426,0.25657328963279724,0.19797395169734955,0.12929390370845795,0.9672508835792542,0.7146808505058289,0.023794448003172874,0.3060740828514099,0.36654388904571533,0.4053623676300049,0.4317791163921356,0.4483371376991272,0.45757535099983215,0.46004238724708557,0.4563889503479004,0.4476170539855957,0.4342125952243805,0.4158424139022827,0.3935544490814209,0.3669593036174774,0.33632969856262207,0.30175620317459106,0.26202642917633057,0.21673350036144257,0.16586080193519592,0.1057094857096672,0.6872603297233582,0.6148078441619873,0.5593239068984985,0.5116178393363953,0.46998369693756104,0.43094465136528015,0.394048273563385,0.3602411150932312,0.3281281292438507,0.29729604721069336,0.2669133245944977,0.23675966262817383,0.2080511897802353,0.1800636500120163,0.1529315859079361,0.12347672879695892,0.09504451602697372,0.06488475948572159,0.036241549998521805,0.07922916114330292,0.9350190162658691,0.884659469127655,0.8374106884002686,0.7917628884315491,0.748295247554779,0.7048405408859253,0.6612831950187683,0.6190808415412903,0.5775578618049622,0.5363410711288452,0.4938567578792572,0.45182493329048157,0.4089815616607666,0.3653656542301178,0.32070162892341614,0.273238867521286,0.22247008979320526,0.16816608607769012,0.10623083263635635
