Best val_aupr: 0.71575; at epoch 32
Best val_brier_score: 0.02372; at epoch 30
Best val_csi05: 0.3069; at epoch 30
Best val_csi10: 0.36778; at epoch 34
Best val_csi15: 0.40686; at epoch 30
Best val_csi20: 0.43324; at epoch 30
Best val_csi25: 0.44972; at epoch 35
Best val_csi30: 0.45883; at epoch 32
Best val_csi35: 0.46107; at epoch 22
Best val_csi40: 0.45735; at epoch 22
Best val_csi45: 0.44966; at epoch 2
Best val_csi50: 0.43865; at epoch 2
