Best val_aupr: 0.71364; at epoch 15
Best val_brier_score: 0.0238; at epoch 13
Best val_csi05: 0.34931; at epoch 8
Best val_csi10: 0.41248; at epoch 8
Best val_csi15: 0.44592; at epoch 8
Best val_csi20: 0.46158; at epoch 8
Best val_csi25: 0.46553; at epoch 9
Best val_csi30: 0.46759; at epoch 13
Best val_csi35: 0.46989; at epoch 16
Best val_csi40: 0.46739; at epoch 16
Best val_csi45: 0.45963; at epoch 16
Best val_csi50: 0.44694; at epoch 16
